#    ** ICASA**,,,,,
#     Column Definitions:,,,,,
#     - Total Potential Responses: All survey participants including those who left the question blank.,,,,,
#     - Non-empty Responses: All responses that are not null or empty string.,,,,,
"#     - Informative Responses: Responses that are not classified as non-informative (e.g.  not ""N/A"",  ""No comment"", etc.)",,,,,
#     - Response: Individual informative responses with each response on a separate row.,,,,,
#     ,,,,,
Question,Institution,Total Potential Responses,Non-empty Responses,Informative Responses,Response
,,,,,we need the cafeteria back and more face-to-face classes.
,,,,,"only vending machines are available, and i get it that it is probably a staffing issue"
,,,,,they closed the cafeteria that used to be on campus. i believe that it is important that they consider reopening it so students and employees have healthy food options while on campus.
,,,,,we should be able to have access to fresh food everyday
,,,,,cafeteria closed down
,,,,,"more healthy eating options available are needed. vegetarian and vegan as well,."
,,,,,the school food supply is unsafe
,,,,,could be much better.
,,,,,its a food desert
,,,,,we need a cafe with healthy meals and a salad bar.
,,,,,we only have vending machines with limited options for fresh food.
What are your thoughts about food availability on your campus?,San Juan College,242,149,97,so good
,,,,,i rarely use the food services on campus but find the quality and selection high.
,,,,,it tastes great.
,,,,,the food options in the cafeteria are great. there is a decent range in food options and pricing.
,,,,,overpriced and over processed.
,,,,,good idea but sometimes it's underused.
,,,,,"san juan college does a variety of things to support our campus in food availability including a food pantry, specials in mary's kitchen, and events with food."
,,,,,"could be better, for the students. i think low-cost or free or reduced lunch should be available to college students at a community college much like public school."
,,,,,food quality is terrible
,,,,,prices are too high for what is received.
,,,,,"i believe it is expensive, although easily available."
,,,,,"although i work for sjc, i don't work on campus for most of the week, so i almost never purchase food there."
,,,,,san juan college has increased the food choices on campus.
,,,,,we have a restaurant/cafe
,,,,,"limited options, very limited healthy options, pricey"
,,,,,"i have never used mary's kitchen, but i have heard meals cost between $5-10."
,,,,,most of it is processed and unhealthy.
,,,,,great ideal and well needed for our students and staff.
,,,,,"there is a lack of options, especially healthy ones. i can only eat so many salads."
,,,,,i usually don't eat on campus.
,,,,,i would like to see more variety and less expensive.
,,,,,more variety is needed
,,,,,"it's here, it's just expensive.  i help students get free food frequently."
,,,,,"when students aren't on campus, the dining services are either closed or severely limited."
,,,,,good food.
,,,,,mary's kitchen does a good job re: variety of food and affordability.
,,,,,fairly readily available through the cafeteria; out good pantry is well-stocked and available to students in need
,,,,,the kitchen serves well balanced and delicious meals
,,,,,"quite good. our campus has a full caffeteria, offering discounted rates versus restaurants."
,,,,,nutritious meals are available on campus.
,,,,,good
,,,,,"it is limited by choice/variety, healthy, location.
there are some good choices however."
,,,,,would like more nutritious choices.
,,,,,"good, our campus is spread out so i would have to drive to the main campus to access the food."
,,,,,it's too expensive and unhealthy
,,,,,i wish there was more option and healthier items
,,,,,great but too expensive
,,,,,mary's kitchen has food available
,,,,,don't like the selection or quality of the food
,,,,,more options
,,,,,there's some good options.
,,,,,poor quality
,,,,,selection is very limited.  i bring my own.
,,,,,we need a better variety of foods on campus.
,,,,,"i work at a branch, and we don't have a cafeteria. we only have a venting machine or local restaurants."
,,,,,it's nice that there is food available for students.
,,,,,"two cafeterias on campus and a food pantry, so good availability"
,,,,,i wish they had healthier selections and more diversity in the selections.
,,,,,low cost and big selection.
,,,,,mary's kitchen has a fantastic menu of affordable food.
,,,,,i am a fully remote employee.
,,,,,"offering a ""soup kitchen"" for needy staff and students would be amazing."
,,,,,it is affordable compared to fast food places and the food is pretty okay
,,,,,the hours of operation could be broader.
,,,,,ok while the kitchen is open
,,,,,just wish the hours were more accessible
,,,,,too many high carb or fatty foods
,,,,,i think there is good food availability on campus
,,,,,fine
,,,,,"i think its great for myself as an employee, but i limit my purchasing because i want to save money to buy bulk for my family so that they can eat."
,,,,,good selection
,,,,,needs a wider variety of healthy lunch choices
,,,,,they're meals are great and the discount helps.
,,,,,the availability is very well addressed
,,,,,they don't offer much variety
,,,,,it is great for the students
,,,,,it is available
,,,,,it is convenient and there for everyone in case you are stranded on campus or forgot your lunch.
,,,,,i believe there is good access to food.
,,,,,i think it's great to offer food on campus--both purchasing or through the food pantry.
,,,,,they are excellent.
,,,,,"we have plenty of selection on campus, but mainly in one building, so you do need to go there if you want to get it."
,,,,,we have a basic cafe on campus but the food quality and  taste can be improved.
,,,,,food here on campus is great. there is plenty to go around. there are fresh fruits and vegetables available.
,,,,,i most often bring my lunch because i would like more gluten-free options on campus.
,,,,,it's good
,,,,,very poor options.
,,,,,a lot of fried foods and less fruits and fresh vegetables
,,,,,it is getting much better - more selection and options.
,,,,,"there's a cafeteria that serves fairly nutritious meals, but it isn't my first choice when i'm eating healthy."
,,,,,limited options
,,,,,good
,,,,,i am at an off-campus location and it is inconvenient for me to get a meal there. i bring food from home.
,,,,,sufficient services on campus.
,,,,,there is limited supply for our students and their families.
,,,,,i wish there was more options.
,,,,,i never buy my food on campus. i alway bring my food. i feel i can prepare healthier food and it will always be more cost effective. why should i spend my money on something when i can simply bring it with me?-i've never understood why a little bit of planning ahead doesn't become a habit in this culture.
,,,,,there is a salad bar available. more expensive than i can afford.
,,,,,the type of food available on campus is unhealthy and super over priced.
,,,,,there are a good variety of choices.
,,,,,"we have a kitchen, and help from campus. its there if one can afford it."
,,,,,"when students only have the cafeteria to choose from, we should be very aware of the sourcing of the ingredients to make sure they're getting the very best we can afford."
,,,,,i usually just go home for lunch.
,,,,,"we have a cafeteria and it is catering more for high school age students, as they are the main group be customers. there is a salad bar for the adults who are seeking healthy food, but there could be more variety."
,,,,,the food on campus has a variety of foods to choose from and it tastes good.
,,,,,actually i can say there is food availability on campus
,,,,,the food provider we have a campus is expensive.
What are your thoughts about food availability on your campus?,Santa Fe Community College,138,110,48,i'm remote.
,,,,,i wish there were more affordable food on campus. it's hard to work when you are hungry.
,,,,,loss of availability during covid and was never replaced.
,,,,,we have very limited options. hope we get a vendor in who will be able to offer variety of healthy options
,,,,,lack of options. high prices.
,,,,,hope it gets better variety soon
,,,,,itâ€™s very limited
,,,,,sfcc needs to have better food selections
,,,,,there are many kinds of foods
,,,,,need to have more available.
,,,,,far more limited choices than before the pandemic
,,,,,"we need better, nutritious, affordable options. bring back the salads with chicken breast for $6.75! or, $8.25 with inflation."
,,,,,abysmal
,,,,,need more on-campus food services
,,,,,would benefit me if i wasn't ashamed of my food insecurities
,,,,,sfcc has been looking for a food service to hire.
,,,,,there is very limited access to good food at sfcc.  honestly this negatively affects enrollment.
,,,,,we are limited to one small coffee shop that sporadically serves healthy food.
,,,,,currently there isn't really any food availability on campus.
,,,,,"we lack the amount of food choices necessary for me, without nuts and meats.  i follow a plant base diet."
,,,,,"i bring my own meals but used to, rarely, get a meal in the cafeteria when it was open."
,,,,,needs improvement. we have only a coffee and soup and salad bar.
,,,,,could be better. food isn't always available.
,,,,,should be better
,,,,,we currently only have our east wing eatery providing limited food options during limited hours.  our cafeteria has been closed since covid started in 2020.
,,,,,need a cafeteria
,,,,,i rarely eat on campus. i teach a morning class.
,,,,,i don't buy food on campus
,,,,,it is very expensive
,,,,,"i work at kids campus, and i very rarely go to main campus (for food or any other reason)"
,,,,,there should be more options
,,,,,there isn't any food on campus.
,,,,,it is extremely limited. i bring food from home.
,,,,,there is only one location for food on campus since covid started.  it doesn't always have a lot of options and is sometimes closed unexpectedly.
,,,,,"lack of variety, and it costs too much.  i bring my lunch daily."
,,,,,we have been without it for way too long
,,,,,i must prepare food at home. there are extremely limited options on campus.
,,,,,it has been limited since the pandemic. i have only purchased salads and beverages.
,,,,,really poor. need regular cafeteria services. hec has a candy machine
,,,,,we only have food availabe at the east wing eatery 4 times a week and only from 8-2.
,,,,,there needs to be more availability for items. the food pantry and one eatery are the only places monday through thursday
,,,,,little availability
,,,,,minimal and expensive
,,,,,little choice
,,,,,the cafeteria at sfcc hasn't been in operation since covid.
,,,,,es escasa
,,,,,food on campus is great
,,,,,the hours are limited and costly.
What are your thoughts about food availability on your campus?,Southeast New Mexico College,54,36,20,it is amazing sicne most of the students and some staff can have their lunch with comfort
,,,,,it is a necessary thing.
,,,,,"it's mostly processed food, candy, chips, etc. few, if any, fresh options."
,,,,,we need more options.
,,,,,we are too small to sustain a food program.
,,,,,"would like fresher (salads, fruit, etc) and gluten free options"
,,,,,i think it would be great to have a healthy option.  we only have chips and other items filled with sodium.
,,,,,our campus takes great care of students and employees
,,,,,we dont have much here
,,,,,we need more
,,,,,it good
,,,,,it's really available.
,,,,,"it would be beneficial if there were more options, especially for our students."
,,,,,we don't have a campus cafeteria.
,,,,,it should be a priority to have nutritious food in all colleges with discounts for students and employees
,,,,,we have limited ability avail
,,,,,need more healthy options
,,,,,i'd really like to have more than junk food available.
,,,,,offer more variety and more suitable prices
,,,,,"would help students, faculty and staff"
What are your thoughts about food availability on your campus?,"University of New Mexico, Albuquerque",762,485,291,mostly fast foods offered with limited options
,,,,,i usually bring my own food or eat off of campus. however i appreciate the coffee shop and the dions at our student union when i eat on campus.
,,,,,i wish there were more cheap and healthy options available and less fast food.
,,,,,our students are suffering
,,,,,"i appreciate the options that are available, but it could be much better."
,,,,,it'd be nice if there was more of a grocery store -- i miss the la montanita co-op
,,,,,la posada provides a huge selection for a fair price. there are plenty of fast food options in the sub.
,,,,,largely fast food
,,,,,"i don't think much of the food available at my campus would be considered health. quick, most of the time, but mostly convenient and much more expensive to buy something that approximates healthy."
,,,,,healthy options are kind of sparse on campus
,,,,,mostly junk food
,,,,,food on campus if expensive and the options in the sub are too commercial and processed for the most part.
,,,,,"it's all fast food, and low quality."
,,,,,need more vegetarian and ethnic options. too much corporate options.
,,,,,few affordable healthy options
,,,,,"i think most food options are too expensive (i get why, i just don't want to send that much).  i make all my food and bring it to work.  i purchase food on campus about 1x a month for a special lunch with colleagues."
,,,,,food availability is great - but the cost isn't always doable. i'm very thankful for the fresh-made food and healthy options -- but i wish there was less cost entry for certain things!
,,,,,could be better in my location
,,,,,will be so helpful for students.
,,,,,good
,,,,,i'm vegan and there are little vegan options in the unm student union building.
,,,,,"food is available, price can be high."
,,,,,idk
,,,,,"i bring my own food. i liked when sahara was in the sub, and i used to buy food at la montaã±ita when they had a location in the bookstore."
,,,,,good idea.
,,,,,it is just ok
,,,,,it's decent
,,,,,a very healthy diet
,,,,,they are highly expencive for foreigners like me.
,,,,,safeandreliable
,,,,,"there is limited food availability on campus, especially affordable choices for healthy foods."
,,,,,i wish there were more options for food and drinks.
,,,,,if you don't have diet restrictions and you have money to spend on junk food then campus food will suit your needs.
,,,,,food is everywhere on our campus.
,,,,,it is too expensive.
,,,,,i never purchase food on campus. i don't like any of the vendors.
,,,,,i rarely go to campus and when i do i typically purchase beverages only
,,,,,too expensive
,,,,,they raised the prices on the few healthy options and they are really only available in the mercado
,,,,,we need more and less expensive options
,,,,,"limited, vegan, vegetarian options are extremely limited"
,,,,,cost is too high for the quality of the options.
,,,,,i wish we had a bit more variety
,,,,,wish healthy foods were more easily accessible at the unm hospital.
,,,,,it would be nice if there was a cafeteria of some kind.
,,,,,they are okay.
,,,,,ok
,,,,,"pricey, i wish there was a student/intern discount"
,,,,,almost always bring food from home to eat on campus. eating out is too costly.
,,,,,too much fast food on campus but that's what the students want
,,,,,"plenty of food available, but far more unhealthy options than healthy options."
,,,,,"food is available. it tends to be on the expensive side, though."
,,,,,"a nutritious meal is really only available during lunch. otherwise, sometimes i can get more like convenience store food or fast food."
,,,,,i bring my food with me when i come to campus.
,,,,,"the food on campus regularly has too much salt, sugar, and fat. for example, the default is to get fries. if you want salad instead, you have to pay more."
,,,,,i wish there were more healthy options and access to gluten free foods.
,,,,,"it should be healthier, i go off campus"
,,,,,could use more healthy vegetarian options
,,,,,i bring my own lunch by preference and convenience
,,,,,have to drive to get there
,,,,,it is horrible and very limited.
,,,,,the main dining is all fast food.
,,,,,i don't really use the on campus food options
,,,,,fast food in the sub feels like the most accessible option
,,,,,"i rarely eat out, on or off campus. home-cooked is cheaper and better."
,,,,,there could be more healthy options.
,,,,,sub needs more healthy and less fast food choices
,,,,,"food seems readily available at the hospital, which is where iâ€™m located."
,,,,,decent
,,,,,healthier options would be good
,,,,,i typically bring my own food from home when i work on campus rather than buying food there.
,,,,,itâ€™s okay.
,,,,,what's available is too expensive for students.
,,,,,too much junk/poor quality food offered at unm. need healthier options.
,,,,,i never buy food on campus. i bring my own food from home to eat. the closest i get is that sometimes i buy a drink from starbucks. i kind of had to guess what a meal would cost in the previous question.
,,,,,some food items are overpriced
,,,,,there are some healthy options
,,,,,the university club does a good job for faculty and staff. i wish there were more / healthier options in the sub.
,,,,,it's ok.
,,,,,there needs to be more fresh produce and vegetables available for campus in the convenience marts
,,,,,i always bring food to campus. the actual points where we have had food insecurity are relatively rare.
,,,,,i don't generally buy food on campus.
,,,,,we need more healthy food options at the school of law specifically
,,,,,"very few options for nutritious, healthy food"
,,,,,a community garden would be a way to provide fresh produce to students.
,,,,,too much fast food and junk; bring back la montanita co-op to the unm bookstore!!
,,,,,i agree
,,,,,nutritious and many choices
,,,,,it is scare. specially close to the cent building and me.
,,,,,i eat at unm hospital cafeteria.  i can afford it easily but healthy food at the cafeteria is shockingly expensive relative to the unhealthy food which is cheap.
,,,,,"the food available throughout the campus should follow the menu of the healthy heart bistro which tends to have healthier food (less fried, more vegies)."
,,,,,it should increase the quality and the variety for a more broader community
,,,,,good
,,,,,poor limited choices
,,,,,good options for facultyh
,,,,,i always eat at home
,,,,,would like more healthy options
,,,,,it does take some looking to find healthy options
,,,,,more healthy selections would be nice
,,,,,great options
,,,,,it is expensive
,,,,,foods that are available are high in salt and carbohydrates.  lots of pre-packaged foods.  there are few fresh vegetables and lean proteins.
,,,,,itâ€™s ok
,,,,,mainly expensive or fast food
,,,,,it is very expensive.
,,,,,plenty of options
,,,,,the food availability on campus is generally good.
,,,,,we need healthier options.
,,,,,"for staff, i feel there are good options like la posada, the sub and the university club."
,,,,,"there is a lack of healthy food options at the sub, and the limited healthy options are offered next to foods that are higher in fat and calories (i.e. tastier foods)."
,,,,,"i don't generally purchase food on campus, as it is expensive."
,,,,,i work remotely and so am rarely on campus and unfamiliar with what is available
,,,,,i think that everything has gotten too high in price
,,,,,i wish there were healthier options
,,,,,could have some healthier choices
,,,,,"for what is offered near me, it is very expensive."
,,,,,it costs too much. i wish there were options under $5.
,,,,,better quality needed.
,,,,,i bring my own food from home.
,,,,,it is hard to access and it is expensive.
,,,,,"fruit, hardboiled eggs, and other items that are low sugar/healthy are so expensive."
,,,,,too much junk food
,,,,,it's too expensive.
,,,,,it is fine
,,,,,there are a variety of locations a person can obtain food around campus. convenient store type establishments.
,,,,,la posada and the unm university club routinely offer healthy options.
,,,,,"too much fast food, unm chartwell holds too much power over dining options"
,,,,,there is plenty of food and choices......
,,,,,more and cheaper options are needed. the current available food is too expensive
,,,,,very limited!
,,,,,many food options on campus are fast food or convivence foods.
,,,,,adequate
,,,,,"it seems the unm food services focus on the service, rather than stocking diverse inventory."
,,,,,"only place to get a ""nutritious"" meal is faculty/staff club"
,,,,,i wish it were easier to get healthy high-calorie vegetarian food.
,,,,,i always bring my food from home because it's cheaper and healthier.
,,,,,healthy options (at the sub) aren't great. wish there were more fresh options.
,,,,,"there are some selections, but they are expensive."
,,,,,we need less fast-food and more healthy options on main campus.
,,,,,poor
,,,,,"we could use carts or other small vendors outside. there are many options immediately adjacent to campus, but little reason to eat on campus"
,,,,,i seldom purchase food on campus. i bring my food with me.
,,,,,"it would be great if there were more options that were affordable. i would love to get a healthy salad with actual filling ingredients (more than just lettuce, cheese, and croutons) for less than $10."
,,,,,rather expensive.
,,,,,too exp
,,,,,i'm vegan and bring my own lunch since it is less expensive and healthier than the available offerings.
,,,,,"many of the options are unhealthy. tempting, but unhealthy."
,,,,,the options are slim and pricey.
,,,,,purchasing healthy food on campus is very expensive - it would be great if there were cheaper options
,,,,,"it is good, but too expensive to use all the time."
,,,,,"excellent availability , affordable"
,,,,,is hit and miss. the most healthy options are the most expensive.
,,,,,more access to fresh produce and vegetables for the campus community.
,,,,,"good options, but tends to be pricey."
,,,,,"it's generally quite good (variety, cost). less so in terms of quality (organic, local)."
,,,,,there are very limited places to buy on campus and it's either really busy and takes a long time to get food (including getting there in the first place) or it's expensive.
,,,,,it's plentiful in choices and availability
,,,,,i think there is a decent variety of food available. you just need to be educated on whatâ€™s actually nutritious and healthy.
,,,,,"students' food options should be subsidized by state funds. there should be a market on campus and a food garden, perhaps a community garden on which people can grow food to share and distribute."
,,,,,i could be more diverse and affordable.
,,,,,i typically bring my own food from home so i don't explore this much.
,,,,,mostly fast food.....
,,,,,operation hours close early.
,,,,,there needs to be healthier options
,,,,,i usually bring my food from home
,,,,,definitely plenty of options on campus and near surrounding area. a couple of grocery stores are few blocks away from central campus. easy to commute to or walk to if need be.
,,,,,good selection but if on a budget - expensive
,,,,,almost entirely fast food options.
,,,,,need more gluten free
,,,,,too expensive
,,,,,"decent options available but as a staff person, often the cost is higher than i would like to be paying"
,,,,,it costs a lot.  i would rather pack a lunch.
,,,,,food is very expensive on campus
,,,,,"unm hsc has very little available, you have to bring lunch or go off campus and parking is such a pain leaving campus really isn't an option"
,,,,,there is a wide variety of options.
,,,,,there are lots of choices on campus to choose from
,,,,,organic healthy food is super expensive.
,,,,,terrible food choices
,,,,,iâ€™m a staff member. the cafeteria prices at unmh are too high.
,,,,,need more healthy options and also options for people with food allergies.
,,,,,expensive
,,,,,"choose to bring my lunch so that i have a fast, healthy meal"
,,,,,i rarely eat on campus
,,,,,it's ok. get rid of chick-fril-a and put in a more healthy and socially responsible restaurant.
,,,,,it would be nice to have more availability of food spread out across the west side of campus
,,,,,"there are plenty of options for food in and around campus, but they are pretty pricey."
,,,,,there is very limited selection at a high cost
,,,,,it would be nice to have options closer to my office/building on the west side of campus.
,,,,,most food on campus is fast food-type or grab and go type food but there are a couple places that have healthier choices.
,,,,,"there's generally a good selection of restaurants/grab-and-go options, and each one has at least one or two items that is ""healthier"" than others."
,,,,,they're far away from my work building.
,,,,,"honestly, it's a great cost savings to meal plan and bring in my own food, so i haven't really explored the offerings. due to cost i very rarely eat out"
,,,,,i pack my lunch
,,,,,"i don't think much food is available to me, the food places near by are a walk but i don't always have the time to walk over and purchase the food."
,,,,,it is pricey
,,,,,"need more variety (i.e., vendor devoted to just salads and soups)."
,,,,,there is very little choice for lunches on the east campus.  i always pack my lunch.
,,,,,"options are all fast-food style and served with fries. portions are smaller and costs are higher for healthier options (e.g. the salads, subbing salad for the fries). lines are too long to have time to get food and eat it during peak meal times--limits options further to what is closest. the vending machines lack healthy options."
,,,,,convenient.
,,,,,i rarely buy food on campus. i bring food from home every day.
,,,,,very limited and pricy. the hours of the sub are minimal and the lines are often too long to go for lunch.
,,,,,good selections but costly even as an employee who is able to eat at discounted prices at unmh cafeteria.
,,,,,food is either too unhealthy or too expensive. i bring my own.
,,,,,more variety would be ideal and good for the unm population
,,,,,it's nice to have a variety.
,,,,,decent options but a lot of unhealthy ones too
,,,,,its good
,,,,,idk i'm only on campus once a week ideally
,,,,,"i'm a vegetarian. outside of the university club, the options are just ok -- they could definitely be better and healthier."
,,,,,i just bring my own food for the most part.
,,,,,its expensive
,,,,,i bring my own food to campus
,,,,,poor
,,,,,healthy food is very expensive on campus
,,,,,i think main campus has many more options that the hsc campus. also hsc campus considering it is the health side of the university has some of the least healthy dining options.
,,,,,"somewhat poor options for vegetarians, especially between terms when chick-fil-a and lotaburger are the only places that are open."
,,,,,"availability is great, prices are somewhat high."
,,,,,"lots of options available, healthy options are more expensive though."
,,,,,"it's good, specially at the hospital."
,,,,,food in general is very expensive to purchase. the few healthy options available cost even more.
,,,,,"there is really only the sub and lapo. the food pantry is great for students and i even used it a few times as a student but  i think there is a stigma associated with calling it a food pantry, it makes students want to go even less."
,,,,,the food is good but it is too expensive after the inflation
,,,,,"i find the options limited, especially if i want it to be nutritious."
,,,,,"decent, although it seems very concentrated geographically. it can be hard to walk to and from the places with the best food within the lunch hour and still have time to eat."
,,,,,it could be better
,,,,,i don't think there are that many healthy options- it's mostly fast food on campus. i have never been to la posada though and i'm sure there are healthy options there. i really liked having the la montanita co-op on campus when it was here.
,,,,,generally more expensive
,,,,,"i haven't eaten on campus in a long time. however, i remember options used to be limited, lines were long, and it was very expensive."
,,,,,i think is good
,,,,,it would be nice to have fresh fruit at stands
,,,,,the albuquerque campus needs more fresh fruit and veggies.
,,,,,i feel like they are geared toward 18-year-olds.
,,,,,there are fine options but you should expect to pay more.
,,,,,the options should all be local.
,,,,,there used to be a really great grocery (co-operative) store on campus but they got rid of it.
,,,,,it'd always be nice to have more options but realistically i'm 5 minutes away by walking from a full-service restaurant
,,,,,i only use the sub and it seems to offer a wide variety of healthy options.
,,,,,limited availability of quality prepared food.
,,,,,would appreciate more healthy options.
,,,,,"good selection, but options for healthy food is limited and can be expensive"
,,,,,don't utilize campus providers much.
,,,,,there ok - often times need more choices
,,,,,limited
,,,,,south campus has very few options.
,,,,,"i was saddened by the closure of the la montanita co-op location in the unm bookstore. i felt that they carried the most overall nutritious, least processed, and most flavorful options, sometimes for a decent price. some of their items were expensive, though. there are still some nutritious options in the sub (or at other retail locations) or at la posada, but much of what is sold in the sub is heavily processed and can also be costly."
,,,,,"its all fast-food, unhealthy, and expensive"
,,,,,little healthy food is available for staff
,,,,,i never bought food on campus
,,,,,it is kind of far from me. i prefer to drive to restaurants near by. i like the food options at the sub and la posada.
,,,,,there is food available all over campus.
,,,,,nutritious food is easy to access on campus.
,,,,,don't use
,,,,,"there are many food options on campus, and which cover a variety of diets and price points. obviously, less expensive food tends to also be less nutritious, and i suspect folks with food insecurity choose these foods because of the lower cost."
,,,,,"expensive, but everywhere is."
,,,,,this is based on food at unm hospital
,,,,,need more options
,,,,,"there should be more healthy options available.   while we do have subway on campus and there is a salad bar available at the cafeteria, the variety of healthy items is stale and more limited than getting unhealthy foods."
,,,,,it would be great to have more locally grown fresh foods available.
,,,,,"everything is available, just too expensive"
,,,,,"i wish we had more options but there are some okay options, although the price is kind of high without a meal plan."
,,,,,way too expensive
,,,,,there aren't many options for healthy food. only subway and salads from dion's
,,,,,"food on campus lacks good quality nutritious ingredients. the variety of food is great but everything is either high carb, greasy and/or unhealthy. it would be great to have something with fresh salads, healthy sandwiches, and other leaner meals."
,,,,,food on campus and nearby isn't generally nutritious (mostly fast/junk food)
,,,,,i think food should be sold at a lower price when on campus. especially in the sub.
,,,,,"i like that there are many options, but sometimes i feel spending the money is a waste since i can get something that is cheaper."
,,,,,"i have access to both the unmh cafeteria and the happy heart bistro, both of which have multiple options for healthy nutritious meals."
,,,,,it is very expensive particularly at the mercado
,,,,,"there is good selection of choices, but parking is difficult. therefore i resort to fast food when needing to purchase meals for lunch."
,,,,,prices are very high.
,,,,,cost prohibitive for many staff and students.
,,,,,we are a satellite to campus - only 1 option on site but it is too expensive
,,,,,mostly fast food. my building is far away from campus food locations.
,,,,,too costly for healthier foods.
,,,,,there need to be more healthy options
,,,,,would be good to have more healthy options. lower cost too.
,,,,,"when i was school, they had alot of student specials which were incredibly helpful and needed."
,,,,,most foods are fast foods which aren't particularly healthy but filling.  the only place i can purchase a healthy meal is at the faculty/staff club (rare for me to go there but definitely a treat).
,,,,,there could probably be healthier and cheaper options
,,,,,i wish there were healthier options. a lot of the food on campus is fast food.
,,,,,"at my undergrad they often had student specials that were wonderful, which were discounted meals. they were needed and very appreciated."
,,,,,it is adequate.
,,,,,"pricey, but a lot of options."
,,,,,there are few options and they are all very expensive. it's either bring my own or go hungry.
,,,,,fair
,,,,,there should be more options that are adequate for individuals with dietary restrictions.
,,,,,insufficient healthy options.
,,,,,i paid $19!!! for a â€œhealthy mealâ€ in campus recently.
,,,,,i think unm main campus offers many affordable options for food.
,,,,,it's ok but limited
,,,,,decent
What are your thoughts about food availability on your campus?,"University of New Mexico, Gallup",104,81,40,i wish there were more options.
,,,,,we need a food pantry
,,,,,i would like it to be more like valencia campus where they have actual cafeteria that runs every day of the week and has basic grocery staples available at all timesuch a salads
,,,,,i don't purchase food on campus
,,,,,"there are rarely any healthy options on campus for me to choose from. also, it is unclear when the hours of operation are available for faculty."
,,,,,the local school district staffs the campus food service and refuses to allow middle college high school students to participate in it.
,,,,,i pack my lunch.
,,,,,we need a vendor
,,,,,"the unm-gallup campus has very limited food availability, basically including vending machines and a high school cafeteria"
,,,,,more options would be great
,,,,,there are limited food options on my campus. we only have one kitchen on campus and they cater more to dual-degree students than university students.
,,,,,limited to our book store and cafeteria that doesn't server healthish food
,,,,,never ate there
,,,,,"many students drive long distances of 30 to 90 miles one way to get to campus. being in the highest poverty rated county in nm it would be great to have a campus food pantry available on the unm-gallup campus. at this time of winter with heating costs doubled, gas for cars very high, many students are making decisions of getting affording transportation, or having heat, or obtaining food."
,,,,,we have a good cafeteria
,,,,,cafeteria option that sells to staff and faculty is sometimes closed.
,,,,,need to be open to staff
,,,,,"i think we should have more options such as fresh fruit, sald and soup bar."
,,,,,we could have more options
,,,,,"it is limited to the high schoolers mostly and depends on the time, campus only has kitchen staff for middle college students and high schoolers. its sometimes closed to college students and unm gallup staff."
,,,,,the local school district has the only kitchen and only takes cash. unm-g seems hostage to the districtâ€™s school.
,,,,,very low availability.
,,,,,i think we are offered any.
,,,,,needed
,,,,,the campus kitchen is mainly used for feeding high school kids on campus and they also close around 3pm daily.
,,,,,i havenâ€™t try it
,,,,,it could be improved.
,,,,,unm gallup doesnâ€™t have quality food
,,,,,well help some people
,,,,,i don't eat at campus that often..
,,,,,some of their food is expired.
,,,,,i would take advantage of this resource if available on our campus. i wouldn't have to leave campus to go buy lunch when i forget to bring lunch from home.
,,,,,i usually bring my own lunch
,,,,,insufficient; lack of options
,,,,,there is only 1 food vendor here.
,,,,,"the quality of the food is generally good and affordable. overall, i am very happy with the food options on campus."
,,,,,the food available became a high school cafeteria therefore i don't eat there anymore.
,,,,,it's mainly fast food/processed food.
,,,,,good
,,,,,limited chioces..more for high school students
What are your thoughts about food availability on your campus?,"University of New Mexico, Los Alamos",28,18,13,"insufficient.  only one possible place, which is too expensive and limited hours and limited selections."
,,,,,there currently isn't food service available on campus.
,,,,,"there is only a part-time cafe with limited, expensive food available."
,,,,,"lack of whole real food-fruit, vegetables, corn, potatoes, beans-seems like most are a small bag of chips or soda available or things with animal products which i don't eat."
,,,,,"i would like to see fruit cup, plain tossed salad with greens.  our cafe is open when needed."
,,,,,few options
,,,,,it's nice. you don't have to run around
,,,,,it's good we have anything at all for such a small campus
,,,,,limited but campus is small
,,,,,only available during very limited hours and very pricey.
,,,,,"there is one, private food vendor on campus. it has specialty items and coffees. their offerings are fairly nutritious but expensive compared to most on-campus food options."
,,,,,very good
,,,,,limited options and hours
What are your thoughts about food availability on your campus?,"University of New Mexico, Taos",65,37,22,the unhealthy food offerings outweigh the healthy ones by a lot.
,,,,,there isn't any
,,,,,"there is a contracted vendor but he doesn't stock sufficiently and it is pricey.  i wish we had our cafe running.  the neighbors say they would support it-- besides our staff, students and faculty."
,,,,,really enjoy the food pantry that unm taos offers.
,,,,,vxcv
,,,,,i do miss the hot meals
,,,,,mostly packaged foods available at high cost
,,,,,limited but much better than 2 years ago.
,,,,,should be more. subsidized price.
,,,,,it's needed
,,,,,it's very limited.
,,,,,vending machine :( we just stocked a free food pantry yesterday in my building.
,,,,,i would be ever so gracious if more warm food options were made available at unm-taos and if the food was stocked daily.
,,,,,"we need more affordable options with a focus on nutrition. the affordable options are typically processed foods (chips, candy, frozen items, etc.)"
,,,,,we need more fresh foods
,,,,,vending machines
,,,,,limited
,,,,,there needs to be a broader selection.
,,,,,"limited, but for being a vending market, the food is fairly diverse and healthy."
,,,,,we need to have nutritious options at our campus.
,,,,,we need more healthier options
,,,,,"we need more options
healthy options are expensive"
What are your thoughts about food availability on your campus?,"University of New Mexico, Valencia",47,33,24,satisfaction
,,,,,good options and good quality
